age,daily_activity_hours,sleep_hours,caffeine_intake,screen_time,exercise_hours,stress_score,burnout_general
22.0,9.29,5.81,3.0,14.03,1.72,3,Medium
20.0,10.88,4.23,4.0,13.49,1.92,3,Medium
27.0,8.7,8.39,4.0,10.19,1.73,1,Low
29.0,8.59,4.06,3.0,12.11,1.78,3,Medium
30.0,13.84,4.31,6.0,16.25,1.26,6,High
31.0,7.92,8.03,2.0,10.62,1.67,1,Low
32.0,7.62,5.41,1.0,10.32,1.51,3,Medium
31.0,7.19,7.61,1.0,11.94,0.32,2,Low
33.0,12.95,4.73,5.0,14.23,1.3,6,High
21.0,8.97,5.19,0.0,10.74,0.3,4,Medium
38.0,10.0,6.86,2.0,13.43,1.74,3,Medium
37.0,5.81,8.94,6.0,10.35,0.13,3,Medium
22.0,9.41,4.37,1.0,14.08,1.97,3,Medium
42.0,6.75,6.0,6.0,9.98,0.8,3,Medium
36.0,11.31,4.22,5.0,12.45,0.34,7,High
27.0,12.33,5.0,0.0,14.78,1.87,5,Medium
29.0,11.15,8.54,2.0,15.83,0.09,4,Medium
21.0,11.3,4.48,4.0,14.3,0.94,5,Medium
38.0,9.12,8.28,0.0,13.03,1.54,1,Low
28.0,11.12,4.89,2.0,13.2,0.63,5,Medium
26.0,8.23,8.31,3.0,9.33,1.06,0,Low
23.0,10.51,6.69,1.0,13.82,1.4,3,Medium
40.0,6.59,8.39,6.0,10.93,1.9,2,Low
37.0,4.7,4.76,0.0,9.66,0.21,3,Medium
32.0,8.13,7.81,5.0,12.52,0.31,3,Medium
30.0,8.62,7.4,4.0,11.84,1.02,1,Low
43.0,6.56,6.71,5.0,9.99,0.84,3,Medium
40.0,6.23,8.39,1.0,11.04,1.12,1,Low
23.0,8.37,6.95,2.0,13.18,0.32,4,Medium
29.0,11.05,8.35,5.0,15.11,0.43,5,Medium
43.0,9.98,8.8,6.0,12.39,1.35,2,Low
22.0,4.15,6.37,2.0,6.21,0.63,2,Low
36.0,7.53,5.26,4.0,10.29,0.72,3,Medium
22.0,5.43,5.76,7.0,8.85,0.81,3,Medium
35.0,13.25,8.43,0.0,16.0,0.7,3,Medium
23.0,5.04,8.77,0.0,6.27,1.68,0,Low
37.0,7.88,8.75,7.0,12.78,1.89,2,Low
36.0,6.26,7.49,5.0,8.96,1.1,1,Low
43.0,7.09,4.91,2.0,8.39,0.14,3,Medium
42.0,13.92,4.62,7.0,18.16,1.43,6,High
31.0,5.28,4.09,3.0,9.0,0.1,3,Medium
36.0,6.25,8.39,1.0,9.9,0.4,1,Low
42.0,12.11,8.05,7.0,16.75,0.4,5,Medium
32.0,12.79,6.84,6.0,15.07,0.34,7,High
42.0,4.71,8.99,2.0,6.15,1.32,0,Low
44.0,4.32,8.77,7.0,8.78,1.86,1,Low
22.0,11.45,7.28,6.0,13.78,1.53,4,Medium
28.0,5.33,6.32,7.0,7.26,0.95,3,Medium
36.0,5.33,4.76,2.0,8.27,0.81,2,Low
36.0,4.22,6.58,0.0,5.8,0.77,2,Low
39.0,4.5,4.79,1.0,6.69,1.2,2,Low
35.0,6.64,5.99,6.0,9.18,0.72,3,Medium
44.0,4.65,8.71,6.0,6.76,0.45,2,Low
41.0,7.69,5.71,6.0,10.49,1.21,4,Medium
32.0,12.33,4.76,7.0,14.87,0.78,6,High
38.0,7.26,6.91,2.0,11.36,0.03,4,Medium
36.0,11.28,7.01,7.0,15.95,0.04,5,Medium
23.0,4.94,4.97,6.0,6.34,0.55,3,Medium
31.0,10.59,4.98,0.0,14.88,1.02,3,Medium
28.0,7.17,8.95,0.0,11.9,0.71,1,Low
38.0,11.5,5.22,5.0,15.25,0.05,7,High
31.0,5.36,8.19,7.0,10.35,0.45,3,Medium
28.0,12.98,6.35,5.0,15.32,0.19,7,High
26.0,6.43,6.17,2.0,10.75,1.9,3,Medium
33.0,7.53,5.47,2.0,11.22,0.63,3,Medium
39.0,13.5,7.87,0.0,15.79,0.03,4,Medium
38.0,9.78,8.4,5.0,13.6,1.32,2,Low
34.0,7.66,5.31,6.0,10.7,0.46,5,Medium
35.0,13.5,4.48,6.0,15.26,1.13,6,High
40.0,7.29,4.68,7.0,8.99,0.3,4,Medium
24.0,4.95,7.96,2.0,8.8,1.97,0,Low
22.0,13.97,6.18,1.0,17.82,1.94,5,Medium
31.0,6.68,4.66,0.0,9.8,1.31,2,Low
44.0,12.51,5.7,0.0,15.52,1.41,5,Medium
39.0,5.66,6.57,2.0,7.38,0.85,2,Low
40.0,11.31,8.26,2.0,14.03,1.92,3,Medium
23.0,9.24,7.21,2.0,13.73,0.85,1,Low
40.0,13.81,4.88,7.0,18.23,0.48,7,High
35.0,4.25,6.06,6.0,9.24,0.42,4,Medium
44.0,10.04,4.38,7.0,14.61,1.14,4,Medium
26.0,5.45,7.78,1.0,7.03,0.49,1,Low
32.0,11.99,6.01,7.0,14.59,1.31,6,High
40.0,12.57,5.72,0.0,14.1,0.76,5,Medium
29.0,8.82,6.55,3.0,11.68,1.77,3,Medium
26.0,11.83,7.54,7.0,15.94,1.12,4,Medium
33.0,5.45,6.85,1.0,7.07,1.25,2,Low
24.0,8.92,8.01,1.0,13.44,1.11,1,Low
22.0,7.94,7.15,6.0,11.22,1.77,2,Low
42.0,10.11,7.94,7.0,14.11,0.13,3,Medium
30.0,4.44,7.48,5.0,5.62,0.13,2,Low
30.0,11.52,4.97,0.0,12.9,1.4,5,Medium
37.0,4.79,4.26,6.0,8.27,1.54,3,Medium
34.0,10.56,8.52,3.0,14.91,0.87,1,Low
31.0,4.18,8.73,0.0,8.68,0.7,0,Low
28.0,12.32,7.63,1.0,16.07,0.56,3,Medium
29.0,5.75,7.62,2.0,7.55,0.47,1,Low
31.0,9.15,5.35,0.0,10.93,1.82,3,Medium
36.0,6.61,6.71,7.0,11.14,0.59,4,Medium
26.0,7.21,8.28,2.0,10.95,1.57,1,Low
33.0,11.25,5.52,3.0,14.38,0.04,6,High
32.0,6.85,5.51,3.0,9.54,0.07,3,Medium
27.0,11.52,6.42,0.0,14.28,0.67,5,Medium
29.0,4.31,6.02,6.0,9.09,1.39,3,Medium
28.0,6.83,5.86,7.0,11.28,0.52,4,Medium
37.0,8.99,7.13,2.0,13.45,0.0,2,Low
24.0,5.86,7.82,0.0,7.29,0.18,1,Low
25.0,13.77,8.15,1.0,15.35,0.67,3,Medium
27.0,6.52,6.83,2.0,8.58,1.41,2,Low
35.0,6.61,7.9,6.0,9.65,0.51,1,Low
32.0,10.46,6.46,0.0,12.68,1.32,3,Medium
20.0,5.18,8.76,4.0,9.77,1.2,0,Low
41.0,13.48,4.95,3.0,18.35,1.8,5,Medium
39.0,6.25,8.58,0.0,8.89,0.18,1,Low
36.0,14.0,5.29,2.0,15.28,0.43,6,High
44.0,11.71,6.2,5.0,14.22,1.64,6,High
32.0,4.02,7.07,5.0,8.96,0.38,2,Low
23.0,12.89,5.15,2.0,14.25,0.22,6,High
23.0,6.7,6.78,7.0,8.18,1.71,3,Medium
25.0,10.68,8.04,3.0,14.48,0.36,2,Low
38.0,12.06,5.29,0.0,16.09,1.74,5,Medium
31.0,5.64,6.9,5.0,8.52,1.92,3,Medium
41.0,8.43,5.7,5.0,10.54,0.44,5,Medium
26.0,8.94,6.65,4.0,11.18,1.68,3,Medium
29.0,7.12,7.33,1.0,9.47,0.85,0,Low
38.0,8.82,5.75,4.0,10.72,1.58,3,Medium
26.0,7.18,8.97,1.0,11.58,0.81,1,Low
22.0,7.61,6.82,5.0,8.87,0.14,4,Medium
32.0,10.69,8.12,1.0,13.32,1.43,1,Low
32.0,10.33,7.63,0.0,14.32,0.3,2,Low
37.0,6.32,8.26,5.0,7.34,1.85,1,Low
39.0,12.97,4.87,5.0,17.48,0.84,6,High
27.0,12.63,5.11,7.0,16.46,0.16,7,High
28.0,9.09,6.44,1.0,10.38,0.46,4,Medium
26.0,8.33,8.26,2.0,12.91,1.73,1,Low
20.0,7.77,4.99,1.0,10.72,0.64,3,Medium
22.0,11.07,8.86,1.0,14.68,1.71,3,Medium
32.0,10.72,4.64,3.0,15.25,0.34,4,Medium
44.0,5.96,4.88,3.0,10.48,0.94,3,Medium
36.0,10.71,4.84,0.0,13.34,1.76,3,Medium
44.0,6.52,6.93,0.0,8.47,0.1,3,Medium
43.0,4.19,8.59,2.0,6.22,0.61,0,Low
20.0,10.99,5.28,3.0,15.05,1.82,3,Medium
25.0,10.45,6.77,4.0,15.17,1.19,3,Medium
40.0,8.11,4.88,0.0,9.4,1.43,2,Low
25.0,9.26,7.16,0.0,10.32,1.68,1,Low
31.0,13.47,4.62,3.0,17.76,1.05,5,Medium
32.0,9.95,6.46,3.0,12.5,1.69,3,Medium
32.0,10.58,7.28,2.0,12.69,1.28,1,Low
34.0,4.64,6.9,7.0,6.39,1.37,3,Medium
40.0,5.66,4.7,3.0,8.05,0.31,3,Medium
35.0,7.01,4.81,7.0,11.9,1.88,4,Medium
41.0,9.39,7.36,6.0,14.3,1.59,2,Low
40.0,11.77,8.04,1.0,14.1,0.51,3,Medium
30.0,7.21,8.54,5.0,12.06,1.16,2,Low
24.0,7.56,8.07,4.0,9.76,0.75,0,Low
23.0,6.56,8.87,5.0,10.98,1.32,2,Low
22.0,6.55,6.04,1.0,8.4,1.99,2,Low
39.0,10.35,4.14,6.0,12.76,1.91,4,Medium
44.0,5.56,6.25,1.0,7.34,0.14,3,Medium
37.0,11.22,7.26,5.0,15.96,0.92,4,Medium
34.0,11.22,8.08,1.0,13.08,0.96,3,Medium
28.0,10.66,5.34,0.0,15.63,0.54,3,Medium
36.0,5.35,6.57,6.0,6.78,1.13,3,Medium
33.0,8.08,7.31,5.0,9.12,1.67,1,Low
34.0,5.07,6.76,7.0,9.55,0.59,3,Medium
20.0,12.17,5.37,1.0,15.52,0.14,6,High
40.0,10.55,7.98,7.0,13.24,1.26,2,Low
41.0,9.07,4.87,0.0,10.4,1.5,3,Medium
22.0,5.84,8.76,6.0,8.41,0.32,2,Low
35.0,5.06,5.83,4.0,7.99,1.8,2,Low
42.0,13.69,5.88,4.0,17.21,0.96,5,Medium
44.0,6.0,7.72,1.0,9.56,0.47,1,Low
30.0,4.6,6.28,4.0,9.44,1.93,2,Low
31.0,13.62,4.14,0.0,17.24,0.48,6,High
35.0,11.97,6.15,1.0,14.29,1.57,5,Medium
27.0,4.44,5.02,2.0,7.35,0.86,2,Low
31.0,7.98,5.09,6.0,10.49,1.14,4,Medium
43.0,11.72,5.03,7.0,16.09,0.38,7,High
40.0,4.38,6.73,4.0,8.82,1.52,2,Low
27.0,8.02,5.96,4.0,11.53,1.86,3,Medium
23.0,11.99,6.86,1.0,15.32,0.98,5,Medium
27.0,9.23,8.98,5.0,11.94,1.99,2,Low
37.0,9.5,8.3,5.0,13.04,0.86,2,Low
24.0,4.97,4.04,4.0,9.19,0.96,2,Low
28.0,5.32,4.25,4.0,9.27,1.35,2,Low
23.0,10.77,7.05,7.0,11.91,0.37,3,Medium
41.0,10.75,7.13,2.0,14.67,1.8,1,Low
28.0,11.12,7.15,0.0,12.52,1.74,3,Medium
20.0,8.93,5.14,6.0,10.53,1.22,4,Medium
40.0,12.57,6.34,1.0,16.72,1.77,5,Medium
39.0,5.04,8.04,1.0,8.28,1.36,0,Low
32.0,8.49,8.61,2.0,12.78,1.02,1,Low
35.0,6.87,5.18,6.0,8.61,1.86,3,Medium
32.0,5.05,6.7,2.0,6.17,0.88,2,Low
33.0,11.64,4.79,0.0,13.29,1.0,5,Medium
22.0,9.11,6.48,3.0,11.92,0.34,4,Medium
25.0,9.57,4.45,1.0,12.66,1.9,3,Medium
37.0,8.11,8.71,5.0,12.54,0.44,3,Medium
38.0,8.6,7.19,6.0,12.46,0.4,3,Medium
24.0,5.16,8.27,4.0,10.12,0.2,2,Low
34.0,10.73,8.99,6.0,12.04,0.91,2,Low
44.0,8.32,4.91,0.0,9.84,0.55,2,Low
21.0,12.17,7.47,7.0,13.51,1.48,4,Medium
29.0,5.96,8.43,1.0,9.11,0.62,0,Low
43.0,6.05,6.88,5.0,8.12,1.44,3,Medium
37.0,10.46,7.2,0.0,14.19,0.39,2,Low
32.0,12.46,6.04,7.0,13.99,0.46,7,High
24.0,8.72,7.37,3.0,10.13,1.61,1,Low
42.0,11.27,5.98,5.0,14.11,0.74,6,High
20.0,13.9,4.51,6.0,18.22,1.92,6,High
41.0,11.44,4.04,4.0,15.79,0.35,6,High
20.0,11.4,4.28,5.0,12.87,0.3,7,High
37.0,6.48,4.96,7.0,10.73,0.72,4,Medium
36.0,8.05,4.1,1.0,11.06,0.31,4,Medium
30.0,13.62,4.78,7.0,15.0,1.69,6,High
44.0,8.36,7.81,3.0,9.6,0.22,1,Low
41.0,9.56,7.95,7.0,11.67,1.76,2,Low
36.0,8.05,8.61,5.0,9.43,0.89,1,Low
32.0,6.11,4.6,0.0,9.23,0.31,3,Medium
20.0,9.93,4.82,0.0,13.51,1.16,3,Medium
21.0,11.56,5.67,2.0,16.12,0.08,6,High
28.0,10.45,8.58,0.0,14.39,0.85,1,Low
22.0,6.34,7.88,6.0,11.18,1.18,2,Low
20.0,11.32,5.62,5.0,15.36,1.91,6,High
40.0,6.57,4.44,3.0,8.76,0.65,2,Low
35.0,5.75,7.08,4.0,8.94,1.53,0,Low
42.0,10.91,5.28,2.0,13.74,0.27,4,Medium
25.0,12.43,6.66,0.0,15.69,0.87,5,Medium
36.0,8.82,8.71,5.0,12.11,0.45,3,Medium
24.0,7.03,8.62,6.0,8.36,0.83,1,Low
25.0,8.95,5.97,6.0,12.94,1.96,4,Medium
40.0,13.56,8.47,2.0,14.66,1.16,3,Medium
42.0,12.0,6.94,3.0,15.08,0.35,6,High
24.0,10.68,7.07,1.0,14.01,1.11,1,Low
40.0,9.38,7.58,7.0,10.52,1.58,2,Low
24.0,11.92,8.41,3.0,14.98,0.08,4,Medium
29.0,8.95,4.44,1.0,12.09,0.87,3,Medium
29.0,7.0,5.68,4.0,8.21,0.09,3,Medium
38.0,5.6,5.99,3.0,9.45,0.49,3,Medium
40.0,13.29,8.78,7.0,17.47,1.92,4,Medium
33.0,5.54,4.6,6.0,7.78,0.34,4,Medium
28.0,5.8,4.6,7.0,8.71,0.3,4,Medium
33.0,8.34,8.67,3.0,12.91,1.94,1,Low
20.0,12.07,5.48,7.0,16.29,1.03,6,High
38.0,6.94,5.21,2.0,11.07,1.52,3,Medium
32.0,6.54,4.18,3.0,8.18,0.65,2,Low
32.0,10.2,5.38,5.0,11.39,1.07,4,Medium
20.0,4.6,6.13,1.0,7.24,0.82,2,Low
36.0,4.81,6.58,7.0,9.45,1.11,3,Medium
27.0,10.43,8.59,7.0,12.83,1.03,2,Low
21.0,8.65,4.57,3.0,11.29,0.81,3,Medium
27.0,13.71,4.36,4.0,16.81,1.58,5,Medium
21.0,4.1,7.87,2.0,6.17,1.27,0,Low
41.0,8.81,5.32,5.0,13.58,0.37,5,Medium
41.0,8.14,5.62,6.0,11.3,1.72,4,Medium
22.0,5.07,5.55,1.0,9.43,0.73,2,Low
37.0,13.23,7.24,6.0,16.33,0.96,4,Medium
31.0,12.05,4.31,6.0,16.14,0.7,6,High
20.0,6.3,6.45,7.0,7.51,1.78,3,Medium
41.0,6.56,4.67,3.0,10.76,1.8,3,Medium
31.0,4.32,8.1,3.0,7.42,0.45,1,Low
36.0,8.21,4.15,2.0,12.18,0.06,4,Medium
35.0,13.69,4.29,5.0,15.21,1.67,6,High
34.0,4.56,7.38,0.0,6.33,0.26,1,Low
42.0,9.91,7.83,4.0,11.42,0.31,2,Low
34.0,12.58,7.55,5.0,13.61,1.21,4,Medium
24.0,8.81,7.69,4.0,12.46,1.63,1,Low
40.0,4.03,4.52,6.0,6.11,0.38,4,Medium
33.0,6.43,7.47,5.0,8.03,0.23,2,Low
21.0,7.24,4.91,1.0,9.52,0.15,3,Medium
30.0,13.66,4.49,0.0,16.66,0.05,6,High
38.0,13.12,7.79,0.0,16.13,0.23,4,Medium
26.0,13.49,8.45,2.0,15.96,1.89,3,Medium
25.0,12.26,7.58,7.0,15.24,0.19,5,Medium
21.0,7.52,8.03,5.0,10.23,1.2,2,Low
37.0,13.82,4.67,0.0,14.94,1.26,5,Medium
34.0,9.47,8.07,2.0,13.36,1.81,1,Low
38.0,5.87,7.25,6.0,8.49,0.65,1,Low
21.0,4.33,6.85,6.0,6.51,0.63,3,Medium
39.0,13.46,7.52,5.0,16.92,0.5,4,Medium
44.0,13.26,5.6,5.0,17.34,1.01,6,High
25.0,5.63,8.62,1.0,8.43,0.48,1,Low
20.0,8.08,4.58,5.0,10.95,1.45,4,Medium
43.0,12.31,5.59,1.0,13.55,1.29,5,Medium
34.0,10.61,4.16,3.0,15.31,0.8,3,Medium
29.0,11.44,5.09,6.0,14.03,0.2,7,High
38.0,12.97,4.25,7.0,17.03,1.5,6,High
36.0,13.26,6.46,3.0,15.51,1.21,5,Medium
23.0,5.74,4.39,6.0,8.81,0.13,4,Medium
29.0,13.13,5.31,0.0,15.97,1.24,5,Medium
43.0,4.93,8.77,2.0,6.16,0.99,0,Low
36.0,11.22,4.55,7.0,16.08,0.97,6,High
29.0,5.4,5.53,1.0,9.75,0.64,2,Low
36.0,7.89,4.18,6.0,12.06,0.02,5,Medium
39.0,8.12,4.74,0.0,10.34,0.85,3,Medium
43.0,5.59,7.5,7.0,7.75,0.8,1,Low
24.0,13.23,5.83,4.0,16.52,0.85,5,Medium
21.0,4.03,6.26,0.0,8.41,1.22,2,Low
25.0,12.94,4.78,3.0,17.68,0.6,5,Medium
40.0,12.84,7.41,4.0,14.92,0.54,3,Medium
21.0,7.17,7.76,7.0,10.6,1.0,2,Low
32.0,11.04,4.91,0.0,14.94,1.18,5,Medium
30.0,6.53,4.22,5.0,8.44,1.13,3,Medium
30.0,11.59,4.4,2.0,14.22,1.76,5,Medium
35.0,9.61,7.29,1.0,11.36,1.54,1,Low
30.0,7.0,4.68,5.0,10.8,0.1,5,Medium
38.0,8.0,6.47,4.0,12.46,1.13,3,Medium
34.0,10.9,4.76,6.0,15.41,0.84,4,Medium
44.0,13.06,4.85,2.0,16.74,0.72,5,Medium
42.0,5.31,4.02,6.0,7.7,1.92,3,Medium
42.0,9.71,5.6,0.0,13.35,0.91,3,Medium
35.0,6.54,4.45,5.0,11.0,1.44,4,Medium
30.0,12.01,5.97,3.0,15.51,1.93,5,Medium
35.0,10.89,5.84,3.0,15.57,0.11,4,Medium
27.0,5.75,7.53,2.0,10.09,0.63,1,Low
23.0,9.96,7.71,3.0,14.49,0.09,2,Low
27.0,12.36,7.48,1.0,16.97,0.23,4,Medium
23.0,11.55,8.68,7.0,14.13,1.98,4,Medium
43.0,11.53,5.19,6.0,15.97,1.92,6,High
44.0,9.18,4.95,2.0,12.46,1.38,3,Medium
22.0,12.91,7.05,7.0,14.06,1.51,4,Medium
22.0,9.88,6.97,2.0,13.42,0.28,4,Medium
37.0,13.18,6.55,3.0,16.06,1.19,5,Medium
38.0,9.47,4.02,2.0,11.57,0.31,4,Medium
40.0,6.22,8.66,4.0,7.44,0.69,0,Low
24.0,9.45,5.67,5.0,14.23,1.23,4,Medium
37.0,5.41,8.84,4.0,7.05,0.16,1,Low
29.0,12.7,5.78,7.0,15.21,0.21,7,High
41.0,10.76,4.7,6.0,13.43,1.22,4,Medium
40.0,13.94,5.99,5.0,17.86,1.27,6,High
25.0,4.92,6.47,3.0,6.78,0.68,2,Low
20.0,6.41,7.15,7.0,11.35,0.29,3,Medium
28.0,7.95,6.68,1.0,12.11,0.11,4,Medium
33.0,12.61,5.27,6.0,15.52,0.28,7,High
21.0,9.22,5.55,3.0,14.0,1.27,3,Medium
36.0,5.93,8.94,2.0,8.01,1.33,0,Low
33.0,12.92,5.48,1.0,14.5,1.61,5,Medium
32.0,4.31,8.48,7.0,7.25,0.79,1,Low
28.0,12.95,5.52,4.0,17.67,0.04,6,High
44.0,4.51,4.48,3.0,7.46,1.62,2,Low
34.0,10.66,5.24,6.0,13.28,0.89,4,Medium
44.0,4.72,5.36,7.0,8.32,1.69,3,Medium
41.0,11.06,8.89,6.0,15.81,1.55,4,Medium
34.0,4.34,7.37,4.0,5.54,1.0,0,Low
43.0,12.42,8.66,5.0,14.03,2.0,4,Medium
30.0,8.66,8.17,4.0,10.19,0.92,1,Low
35.0,4.93,6.89,6.0,6.27,1.39,3,Medium
36.0,11.07,7.38,1.0,13.28,1.34,3,Medium
23.0,8.89,7.12,5.0,10.81,1.04,2,Low
20.0,5.91,7.33,7.0,9.1,1.17,1,Low
27.0,4.16,5.32,4.0,6.47,1.6,2,Low
36.0,8.18,6.04,2.0,10.8,1.14,3,Medium
22.0,4.86,6.96,2.0,9.63,0.9,2,Low
39.0,4.94,4.18,1.0,6.56,1.32,2,Low
34.0,6.67,6.41,7.0,9.22,0.07,4,Medium
34.0,10.3,8.3,2.0,12.33,0.22,2,Low
41.0,4.69,6.76,5.0,8.64,0.85,3,Medium
33.0,13.68,5.01,1.0,17.95,1.74,5,Medium
42.0,12.87,7.97,5.0,15.93,1.29,4,Medium
33.0,6.59,5.79,7.0,11.01,1.95,4,Medium
43.0,5.22,8.78,6.0,9.36,0.08,2,Low
21.0,13.42,8.97,4.0,15.05,1.44,3,Medium
32.0,8.61,8.58,3.0,10.59,0.63,1,Low
33.0,7.11,4.42,1.0,10.8,0.05,4,Medium
43.0,8.9,5.67,4.0,13.8,1.65,3,Medium
26.0,5.68,8.02,4.0,7.6,0.43,1,Low
22.0,11.67,8.56,4.0,16.15,0.68,3,Medium
34.0,11.49,6.86,4.0,13.29,1.58,5,Medium
42.0,9.39,6.4,1.0,13.18,1.25,3,Medium
33.0,12.66,4.53,2.0,13.8,0.53,5,Medium
30.0,5.32,8.2,4.0,6.4,0.34,1,Low
32.0,8.49,4.29,6.0,12.12,0.3,5,Medium
37.0,8.22,5.05,3.0,9.79,1.74,2,Low
25.0,6.53,6.79,1.0,10.59,1.85,3,Medium
22.0,7.72,7.42,0.0,9.23,1.94,0,Low
38.0,5.08,4.69,2.0,8.21,1.67,2,Low
44.0,6.72,4.97,6.0,10.73,1.63,4,Medium
42.0,11.21,5.1,4.0,15.43,1.92,5,Medium
24.0,4.49,8.6,1.0,5.75,1.69,0,Low
26.0,6.21,7.69,4.0,10.78,0.65,1,Low
44.0,4.82,7.97,6.0,7.48,1.17,1,Low
36.0,7.01,5.78,3.0,9.92,1.22,2,Low
26.0,6.24,7.84,1.0,7.91,1.15,0,Low
41.0,9.52,8.89,5.0,14.5,1.41,2,Low
31.0,7.57,7.49,6.0,12.26,1.4,2,Low
44.0,13.66,6.08,6.0,14.67,0.17,7,High
36.0,13.64,7.58,2.0,16.84,0.57,3,Medium
32.0,8.44,8.5,3.0,12.93,1.78,1,Low
39.0,11.95,4.64,6.0,14.67,1.18,6,High
44.0,4.13,5.33,7.0,6.88,0.66,3,Medium
23.0,9.48,8.6,4.0,12.0,1.7,1,Low
29.0,11.43,8.73,7.0,12.55,0.5,4,Medium
22.0,6.17,6.42,6.0,10.33,0.82,4,Medium
28.0,4.61,5.87,7.0,7.44,0.55,3,Medium
32.0,5.56,5.41,3.0,8.68,1.74,2,Low
37.0,8.42,6.49,7.0,10.44,1.46,4,Medium
34.0,9.06,8.67,5.0,13.2,0.92,2,Low
23.0,7.81,4.75,6.0,11.98,1.86,4,Medium
34.0,8.4,6.1,3.0,11.61,1.85,3,Medium
41.0,8.7,8.56,6.0,13.32,1.42,2,Low
21.0,11.69,5.75,0.0,13.15,1.78,5,Medium
34.0,5.05,7.84,7.0,9.2,1.44,1,Low
27.0,11.69,5.95,7.0,14.92,1.26,6,High
27.0,10.89,8.02,4.0,12.81,0.84,1,Low
36.0,11.42,8.91,2.0,12.95,0.55,3,Medium
31.0,11.34,5.94,4.0,13.54,0.12,6,High
29.0,6.11,8.94,4.0,10.26,0.24,2,Low
28.0,9.37,8.92,4.0,12.95,0.82,1,Low
24.0,13.58,6.17,2.0,14.94,0.47,6,High
25.0,9.89,6.43,7.0,14.71,0.91,4,Medium
39.0,4.11,5.52,0.0,6.33,0.63,2,Low
21.0,4.6,5.57,4.0,8.03,1.66,2,Low
43.0,13.93,6.46,5.0,18.14,1.96,6,High
32.0,4.72,5.0,6.0,6.25,1.88,3,Medium
25.0,4.46,7.56,4.0,8.07,1.24,0,Low
24.0,7.53,6.68,1.0,8.66,1.96,2,Low
44.0,13.69,8.49,4.0,15.1,0.8,3,Medium
20.0,7.19,8.05,2.0,11.08,1.04,1,Low
40.0,8.1,5.61,1.0,9.72,0.51,2,Low
41.0,10.34,6.53,5.0,13.11,1.8,4,Medium
40.0,4.24,7.75,6.0,6.23,0.36,2,Low
25.0,12.98,4.97,5.0,15.66,1.22,6,High
35.0,12.61,4.69,5.0,13.93,0.16,7,High
23.0,13.53,8.45,3.0,17.88,1.22,3,Medium
30.0,8.23,8.57,2.0,11.88,1.53,1,Low
43.0,5.72,6.3,0.0,8.39,0.38,3,Medium
42.0,12.16,8.03,1.0,16.63,1.47,3,Medium
28.0,8.03,5.82,3.0,9.77,1.76,2,Low
22.0,13.5,8.12,2.0,15.05,0.82,3,Medium
38.0,5.15,4.39,1.0,7.68,0.05,3,Medium
27.0,13.57,6.91,2.0,18.52,0.84,5,Medium
24.0,7.68,7.2,2.0,9.32,1.32,0,Low
23.0,10.46,4.0,1.0,14.78,1.78,3,Medium
43.0,4.35,8.9,5.0,7.96,1.88,1,Low
25.0,12.89,6.03,4.0,13.95,1.82,5,Medium
21.0,10.42,6.59,2.0,15.2,1.32,3,Medium
39.0,10.44,4.97,5.0,15.32,1.37,4,Medium
30.0,13.02,7.05,6.0,17.72,0.0,5,Medium
23.0,9.08,8.05,1.0,12.09,0.73,1,Low
34.0,8.11,6.93,2.0,9.99,1.81,2,Low
25.0,12.66,7.94,4.0,15.23,1.38,3,Medium
41.0,11.42,7.66,6.0,14.88,0.94,4,Medium
36.0,13.49,5.19,1.0,16.01,0.21,6,High
25.0,7.82,4.74,0.0,12.0,1.11,3,Medium
38.0,8.47,4.21,0.0,10.31,1.8,3,Medium
44.0,6.56,4.32,7.0,9.18,0.19,4,Medium
21.0,10.61,8.71,5.0,15.44,0.31,3,Medium
34.0,7.65,8.92,0.0,9.65,1.31,0,Low
30.0,11.86,4.47,3.0,14.25,0.59,5,Medium
27.0,5.22,5.68,7.0,6.36,0.34,4,Medium
38.0,5.16,4.57,2.0,7.49,0.36,3,Medium
32.0,6.04,8.17,2.0,8.52,0.99,0,Low
31.0,4.84,6.48,1.0,6.24,1.17,2,Low
24.0,10.2,7.11,3.0,11.21,1.81,1,Low
41.0,5.6,7.55,1.0,7.81,1.38,0,Low
23.0,4.14,5.6,4.0,5.21,0.36,3,Medium
38.0,11.82,4.69,2.0,16.26,1.43,5,Medium
39.0,12.12,4.09,5.0,15.46,1.3,6,High
20.0,5.62,6.23,2.0,7.3,0.43,3,Medium
39.0,11.4,8.54,4.0,15.86,1.34,3,Medium
36.0,8.34,5.53,4.0,10.35,0.42,4,Medium
34.0,10.21,8.63,4.0,14.79,1.34,1,Low
33.0,11.57,4.26,2.0,16.09,1.82,5,Medium
25.0,4.48,8.4,2.0,8.69,1.9,0,Low
24.0,13.59,7.5,0.0,15.83,1.62,3,Medium
30.0,4.72,6.11,5.0,5.86,1.76,3,Medium
23.0,9.79,7.76,2.0,11.12,0.04,2,Low
32.0,13.02,7.71,6.0,14.46,0.73,4,Medium
30.0,4.12,4.2,0.0,8.68,0.08,3,Medium
20.0,7.5,7.2,5.0,8.63,0.76,1,Low
25.0,9.8,8.82,5.0,13.03,1.74,2,Low
37.0,6.25,8.83,4.0,8.08,1.02,0,Low
29.0,10.26,6.95,7.0,11.9,0.73,4,Medium
24.0,8.17,4.71,7.0,12.22,1.21,4,Medium
